Nome,Endereço,Latitude,Longitude,Categoria
Dom Bosco Conveniência,SQN 309 BL B  lj 40,-15.76085,-47.8907318,Compras
Arte Em Fantasia,EQR 5/7  lj 1,-15.8496504,-47.9510002,Compras
Any Any,SHIN Q 4 CJ C  lj 10,-15.7835998535156,-47.880500793457,Compras
Americanas,CC Vitrinni,-15.8382441586334,-48.0215611316574,Compras
Marisa Lingerie,SDN CNB Conjunto A - T.119 1 piso,-15.7139381,-47.8844873,Compras
Dydam Shoes,"Av. Castanheiras, 36",-15.8344350975638,-48.0379496424194,Compras
Nacional Esportes,Av. Comercial Norte Quadra Cnb 4,-15.82843,-48.0598699,Compras
Doce Vida Distribuidora de Doces,"Av Central  Bloco, 990-1120",-15.8740048,-47.9763385,Compras
Banca Península Norte,SHIN QI 3  qi 4 lj 3A,-15.7237797,-47.8709183,Compras
Jag Utilidades,Av. Central BL 1645  lt 1190,-15.8750496,-47.977829,Compras
Arte Marmore,"Cln 113 Bloco C, 01-05",-15.7467552,-47.8917927,Compras
Frios Burg,Rua 05 5,-15.8067508,-48.0187555,Compras
Agittus Calçados,C 1  lt 1 s 1015,-15.8320045,-48.0525475,Compras
Sephora,SCHIN CA 4 - Shopping Iguatemi,-15.7194204,-47.8852081,Compras
Lara Calçados,CNB 3  lt 8 lj 4,-15.8296242,-48.0586624,Compras
Carrefour Taguatinga,Qs 3,-15.8417101,-48.04216,Compras
DeCurators,"SCLN 412 Bloco C, 12",-15.7405643,-47.8881597,Compras
Chinelos.com,"Mercado Norte loja4 CNB, 10",-15.8107481,-48.065751,Compras
Bima Jeans,QI 23  box C65,-15.8284998,-47.9810982,Compras
Casa Nova,Vicente Pires,-15.791342372415,-48.0342827967329,Compras
Banca de jornal da 405 norte,"SQN, 405",-15.7708665,-47.8766997,Compras
O Mundo do Lingerie,CLN 112 BL C  lj 16,-15.7527399,-47.8900108,Compras
Polyelle Calçados,CNB 4  lt 08 lj 01,-15.8284101,-48.0598412,Compras
Lojas Leal,"Cng 01 Lote, 9",-15.8025764883576,-48.0690407819008,Compras
Lojas Americanas,Setor B Norte Cnb 12 Qna 41 9-21,-15.8206425,-48.0613937,Compras
Americanas,R. 210,-15.8419324,-48.045925,Compras
Banca da Rodoviária,Estação Rodoviária de Brasília  bxs 17,-15.9978704,-48.0007401,Compras
Lojas Americanas,Av. das Araucárias  lt 1835 lt 1905 lt 1955,-15.8417101,-48.0246696,Compras
Antônio Bernardo,SAI SO 6580  lj 176,-15.8219995498657,-47.9854011535645,Compras
Sunshine,SIA TR 7  lt 100 box 87 cj E,-15.7975702,-47.9492798,Compras
Luarte Calçados,Setor G Norte Cng 4 16-17,-15.8024026629361,-48.0693004728702,Compras
Amor Próprio,"Av. das Araucárias, 1885-2005",-15.8380094,-48.0160075,Compras
Farmácia Pague Menos,"R. 9 Sul, 15",-15.836336,-48.0153298,Compras
Banca Colina Unb,Campus Universitário Darcy Ribeiro,-15.7652798,-47.8567314,Compras
Led's íntima,Av. Castanheiras entre rua 13-14,-15.8372013,-48.0258046,Compras
Lua de Cristal Artesanatos,CNG 2  lt 5 lj 9,-15.8023844,-48.0688362,Compras
Copacor,QNE 2  lt 2,-15.8174562,-48.063446,Compras
Almanaque Revistaria,Av. das Araucárias lt 1835,-15.8415578,-48.0304205,Compras
Drogaria Rosário,"Shin Qi, 3-4",-15.7212576,-47.8328517,Compras
Empório Naka,CA 4,-15.7194204,-47.8852081,Compras
Revistaria e Papelaria Magazine,Av. das Castanheiras Q 103  bl A lt 920 lj 8,-30.1378403,-50.8707085,Compras
Locvideo,"Av. Das Castanheiras, 14",-15.8365343,-48.0204209,Compras
Unique Fitness,SGAS 906,-15.8042215944264,-47.9051624440277,Vida Ativa
Bodytech,"EQSW 301-302, 03",-15.7998076,-47.9310538,Vida Ativa
Academia Scala,SGAN 910  md F,-15.75879,-47.9007301,Vida Ativa
Proforma Academia,QRSW 6,-15.786024,-47.930182,Vida Ativa
Equilibre-se Pilates,"SMHN, quadra 2, bloco C, sala 312 Ed. Dr. Crispim",-15.7978619,-47.9167879,Vida Ativa
Academia Nadarte,SGAS 905  cj B,-15.8030901,-47.9027786,Vida Ativa
Bike Brasília,"SHS QD, 06",-15.7949838625347,-47.8951642421112,Vida Ativa
Academia Runway,"Av das paineiras, lote 06 loja 42",-15.8373932,-48.0323366,Vida Ativa
Parque Nicolândia,"Parque Recreativo Sarah Kubitschek, 12",-15.794205,-47.89845,Vida Ativa
Acqua Sul,"W3 Sul Quadra, 702",-15.800199,-47.895411,Vida Ativa
Academia Club 22,"SCES TR, 2",-15.81869,-47.83723,Vida Ativa
Ferrari Kart,Autódromo Internacional Nelson Piquet,-15.777181,-47.896444,Vida Ativa
Studio Flex Pilates,"CLS 211 Bloco C, 35-33",-15.818433,-47.904696,Vida Ativa
Pilates Fit Club,"R. 9 Sul, 9",-15.8365661847555,-48.0156562919776,Vida Ativa
Metafísicos,"SHS, 06",-15.8202434,-47.9045093,Vida Ativa
Parque da Cidade,Parque da Cidade,-15.798908247536,-47.907699199632,Vida Ativa
Smart Fit,"SHCN EQ, 406-407",-15.7660704021679,-47.8764956517317,Vida Ativa
Unique Fitness,SIG Q 8 2045,-15.7974396,-47.9160385,Vida Ativa
Parque Olhos D'água,"Sqn, 414",-15.7439930737633,-47.8846936672926,Vida Ativa
Ouro Solar,SCLRN 704 BL A  lj 27,-15.7772903,-47.8886185,Vida Ativa
Five Rounds,"SIG Quadra, 6",-15.7937007,-47.916103,Vida Ativa
Sociedade Hípica de Brasília,"Ship Sul Area Especial, 8",-15.836054,-47.943305,Vida Ativa
Smart Fit,CLSW 300A Bl B,-15.7877886924461,-47.9158679975311,Vida Ativa
Academia Runway,CLSW 303 BL B  lj 1,-15.8009701,-47.9259186,Vida Ativa
Vila Náutica,SCES TR 2  lt 9 cj 3A,-15.8147602,-47.8525314,Vida Ativa
Atp Personal Training,CLN 202 BL B  lj 95,-15.78368,-47.8780708,Vida Ativa
Academia Estação Saúde,CLSW 304 BL B  lj 1,-15.8025103,-47.9285889,Vida Ativa
Bodytech,"Setor SCES Trecho, 2",-15.818934,-47.868176,Vida Ativa
Skate Park Guará,CAVE,-15.8285978364524,-47.9732180378204,Vida Ativa
Academia World Gym,"SEPN 511 Bloco.B, 103",-15.7556363,-47.8931519,Vida Ativa
Academia Júlio Adnet,AOS 2/8 LT 5  sl 107,-15.8047504,-47.9406204,Vida Ativa
Academia Fitness Trainer,CRS 504 BL C  lj 5,-15.8060904,-47.89785,Vida Ativa
Eixão do Lazer,Toda a extensão do eixão,-15.7941454,-47.8825479,Vida Ativa
Dojo,"W2 Sul CRS, 505",-15.8068054883772,-47.8986862063516,Vida Ativa
Premiere Fitness,CRS 503,-15.8035483448587,-47.8895298500635,Vida Ativa
Academia BBF,CLS 211 BL A  lj 9,-15.8266697,-47.9107285,Vida Ativa
Portland Square,,51.4690018,-2.5771,Vida Ativa
Barragem do Paranoá,Estrada EPDB,-15.7978622354679,-47.7851904681128,Vida Ativa
Parque Bosque do Sudoeste,"CCSW, 2",-15.7956096,-47.9278249,Vida Ativa
Centro Krav Maga e Artes Marciais,SCRN 702/703 BL A  - 2 en 27,-15.7808304,-47.8883209,Vida Ativa
Academia Malhart,CLS 203 BL A  lj 5,-15.8097496,-47.889801,Vida Ativa
Praça Duque de Caxias,"Setor Militar Urbano, s/n",-15.773835,-47.919622,Vida Ativa
Quadra da 102/103,SQS 102-103,-15.8044810992345,-47.8911729891632,Vida Ativa
Dalilah Companhia de Dança,"CRS 513 Bloco C Sobreloja, 16",-15.8230964,-47.9205075,Vida Ativa
Parque Ana Lídia,"Parque da Cidade, s/n",-15.7936717070841,-47.8961932320562,Vida Ativa
Academia Status Fit Center,CLN 106 BL D  en 50,-15.7712097,-47.8846588,Vida Ativa
Parque Ecológico Ermida Dom Bosco,"QI, 29",-15.8197744,-47.8096215,Vida Ativa
Academia Curves,CCSW 1  bl B lt 4 lj 4,-15.7843999862671,-47.9292984008789,Vida Ativa
Carrera Kart,Parque da Cidade - Estacionamento 11,-15.8708,-47.9224205,Vida Ativa
Clube do Exército,"Av. Duque de Caxias, s/n",-15.773134,-47.925119,Vida Ativa
DF Fitness,Loja 103 - Prédio Bittar - Sepn 511 Bloco B - Asa Norte,-15.7556956,-47.893193,Vida Ativa
Academia Vasco Neto,CLN 308 BL A  lj 37/40 lj 43,-15.7623901,-47.8881798,Vida Ativa
Ciclovia do Sudoeste,"CCSW, 2",-15.7956096,-47.9278249,Vida Ativa
Academia Espaço 16,CLS 415,-15.83399,-47.91763,Vida Ativa
Cycling Bike Club,"Cln 110 Bloco D, 18",-15.7590142621886,-47.8881594192319,Vida Ativa
Curves Academia,SCRN 704/705 BL D  lj 30,-15.7754097,-47.8900108,Vida Ativa
Academia Runway,SCRN 710/711 BL C  lj 20,-15.7576303,-47.8936501,Vida Ativa
Parque Vivencial do Anfiteatro Natural,SHIS QL 12,-15.829494,-47.873058,Vida Ativa
Praia do Cerrado,"SHIS Ql, 10",-15.83854,-47.88489,Vida Ativa
Inovação Saúde,"CLN 412 Bloco E, 66-60",-15.7475055,-47.8830714,Vida Ativa
ACM - YMCA Brasília,"SGAS, 608",-15.824662,-47.898653,Vida Ativa
Asibama,"Sain, 8",-15.8236609,-47.9253567,Vida Ativa
Unit Pilates,"CLN 112 bloco A, 34-46",-15.7522334,-47.8892894,Vida Ativa
Academia Runway,SCHIN CA 01 Bloco A lojas 19 e 20,-15.7200238,-47.882823,Vida Ativa
Clube Nipo,"Setor de Clubes Sul, Trecho 1",-15.8322485648888,-47.8909569425276,Vida Ativa
Academia Vasco Neto,"SCLN, 111",-15.7527991108964,-47.889477124352,Vida Ativa
Academia Igor Chianca,CLN 201 BL B  lj 13 lj 7,-15.7836704,-47.8782616,Vida Ativa
Companhia Athletica,Cj. 32 - Pier 21 - SCES Trecho 2 Tr 2,-15.8167391,-47.8661804,Vida Ativa
Striker Pier 21,CC  Pier 21,-15.8187303,-47.8748781,Vida Ativa
Academia de Judô Malhar Mania,CLN 114 BL A  lj 4,-15.7462196,-47.8910408,Vida Ativa
Academia Body Company,"SHCN Quadra 311, 80",-15.7735664,-47.8861326,Vida Ativa
Clube da ASMRE,"SCES trecho 3, Lote 10",-15.8147799684247,-47.8630937758677,Vida Ativa
Casa do Mergulhador,CLN 109 BL A  lj 10,-15.7586899,-47.8871918,Vida Ativa
Arena Futebol Society,SCES TR 3  lt 1,-15.814765,-47.8606071,Vida Ativa
Academia de Ginástica Fit Park,CLN 214 BL D,-15.7835998535156,-47.880500793457,Vida Ativa
Centro Hípico Parque,Prq. Recreativo Sarah Kubitschek,-15.7835998535156,-47.880500793457,Vida Ativa
Clube do Remo de Brasília,Estrada Parque das Nações,-15.79316,-47.82799,Vida Ativa
Morro da Asa Delta,SHIS QL 12-14,-15.8309223,-47.8674984,Vida Ativa
Gládius,"CAS Chácara, 35",-15.8102450823103,-47.9909768802462,Vida Ativa
Corpo 4,CLN 305 BL A,-15.7744999,-47.8861084,Vida Ativa
Parque Ecológico Península Sul,"SHIS QL, 12",-15.830936,-47.8580212,Vida Ativa
Quadra de tênis do Lago Sul,SHIS QI 13 CL,-15.8428331,-47.8765682,Vida Ativa
Academia Tribus,"Av. Parque Águas Claras, 301",-15.8293985094574,-48.010534455407,Vida Ativa
Academia D'stak,SGAN 909  cj B,-15.7631998,-47.8969002,Vida Ativa
Academia Metafitness,"CA, 5",-15.7209461,-47.8855045,Vida Ativa
Academia Nadarte,SGAN 604  cj D,-15.7711802,-47.8725586,Vida Ativa
AABB - Associação Atlética Banco do Brasil,"Sul Trecho, 02",-15.81755,-47.857456,Vida Ativa
Nação Crossfit,"SMPW Quadra, 5",-15.8649362,-47.9785977,Vida Ativa
Academia Isac Rocha,SCEN TR 3  cj 3,-15.7878265,-47.847435,Vida Ativa
Academia Omni,"Setor Habitacional Samambaia Chácara, 127",-15.8294596734712,-48.0395887754527,Vida Ativa
Eco Pedal,CLN 307 Bloco D,-15.7684149,-47.8872424,Vida Ativa
Parque Ecológico Ezechias Heringer,"Área Especial QE, 23",-15.834975,-47.968996,Vida Ativa
Parque Nacional Água Mineral de Brasília,Rodovia EPIA BR -040,-15.738481,-47.923158,Vida Ativa
Academia Nadarte,"SHIN QI, 10",-15.740111,-47.856844,Vida Ativa
Parque Vivencial II do Lago Norte,"Quadra Shin Ql, 2 Conjunto 6",-15.7286666884026,-47.8928487278614,Vida Ativa
Headway Squash & Fitness,"CA 7, 9",-15.719313,-47.887067,Vida Ativa
Companhia Aquática,QE 40  lt 7 ae 6,-15.8395901,-47.9858704,Vida Ativa
Academia Clube Coat,"SCES Trecho, 3",-15.8132694021913,-47.8560198145645,Vida Ativa
Estúdio de Pole Dance Corpo Vertical,413 Norte bloco E,-15.7766266,-47.8751937,Vida Ativa
Calçadão da Asa Norte,Final da L2 Norte,-15.7318505561341,-47.8900572449829,Vida Ativa
Street 28,Qe 28,-15.8357130804018,-47.9854865,Vida Ativa
Studio Viver,"CLN 109  Bloco B, 49",-15.7590487,-47.8874851,Vida Ativa
Academia Espaço 115,CLN 115 BL C,-15.7419395,-47.8936691,Vida Ativa
Tai Chi Chuan da Asa Norte,EQN 104/105 - Praça da Harmonia,-15.7748901,-47.882897,Vida Ativa
Academia Sport Point,Condomínio Estância Jardim Botânico  lt 11 cj B,-15.8036003112793,-47.8075981140137,Vida Ativa
Acqua Fitness,Av. Castanheiras Lote 820,-15.8378096,-48.0236702,Vida Ativa
Parque Vivencial Núcleo Bandeirante,"Metropolitana, Núcleo Bandeirante",-15.8778319,-47.9738761,Vida Ativa
Smart Fit,R. 30 Sul,-15.845392,-48.038066,Vida Ativa
Dive Water Centro de Mergulho,"SCLN, 114",-15.746497,-47.89234,Vida Ativa
Acuas Fitness Academia,Av. das Castanheiras  lt 820 lj 104,-15.8378096,-48.0236702,Vida Ativa
Corpo e Saúde,"Qsa, 11",-15.8387699,-48.0529404,Vida Ativa
Fitway Academia,Av. das Castanheiras  rua 36,-15.8378096,-48.0236702,Vida Ativa
Clube de Golfe de Brasília,"SCES Trecho, 2",-15.810658,-47.834323,Vida Ativa
Iate Clube de Brasília,SCEN TR 2  cj 4,-15.7520399,-47.8696899,Vida Ativa
Clube das Nações,SCES TR 4  lt 11,-15.8109102,-47.8324585,Vida Ativa
Parque Saburo Onoyama,"Qsc, 26",-15.8433905,-48.05299,Vida Ativa
Espaço Saúde,"Qsc, 19",-15.8498616,-48.0637505,Vida Ativa
Minas Brasília Tênis Clube,SCEN TR 3  lt 3,-15.7910318,-47.8555717,Vida Ativa
Centro Olímpico - CO,Campus Darcy Ribeiro,-15.7623152257777,-47.8583072463745,Vida Ativa
Boliche Luck Stricker,"SEPN, 513",-15.7500167150606,-47.8949758490738,Vida Ativa
Clube do Vento,"Setor de Clubes Esportivos Sul, Trecho2, Conj. 13",-15.811453,-47.8377905,Vida Ativa
Quadras do Cave,CAVE,-15.8278452228911,-47.9718778654933,Vida Ativa
Quadra Society,QE 15/17,-15.830174446411,-47.9736544936895,Vida Ativa
Katanka,"SCES Trecho, 4",-15.8129520943533,-47.8300187438721,Vida Ativa
Parque Três Meninas,"QR, 609",-15.8733187,-48.1072152,Vida Ativa
Body House,"SRIS QI, 33",-15.8168209,-47.9792765,Vida Ativa
ASES,Conjunto 32/33 - SCES Trecho 2,-15.8196945,-47.8341345,Vida Ativa
Stand Up Paddle,"Clube de golfe Sces, 02",-15.8393785459903,-47.8419134924378,Vida Ativa
Academia Vem Dançar,"Rua 24 norte Av. Pau Brasil, 1",-15.8400292,-48.028201,Vida Ativa
Instituto de Dança Kelly Albuquerque,"Av. Castanheiras, 805",-15.8372013,-48.0258046,Vida Ativa
Parque Ecológico de Águas Claras,Av. Castanheiras,-15.8369777,-48.0249701,Vida Ativa
Academia Pra Viver,"Área especial Lote D QI, 03",-15.7212576,-47.8328517,Vida Ativa
Sesc,"Setor F Sul, AE 03",-15.866636,-48.037243,Vida Ativa
Smart Fit,Rua 13 Norte,-15.8379485595562,-48.020634874717,Vida Ativa
Ban Ban Soccer Center,2ª Avenida AE 10,-15.8708,-47.9711189,Vida Ativa
Academia Peixoto,"3ª Avenida AE 12, Nuc Bandeirante",-15.870204,-47.9656832,Vida Ativa
i9fit Academia,"Av. Parque Águas Claras, 102",-15.8304287,-48.0130354,Vida Ativa
Academia Corpo Arte,QE 26 BL A  lj 39,-15.8316898,-47.9844589,Vida Ativa
Smart Fit,"R. das Pitangueiras, 01",-15.8353948222075,-48.0177403848419,Vida Ativa
Academia Power Fit,QI 23  bl A s 206,-15.8286104,-47.9813919,Vida Ativa
Academia Smart Fit,"SHIN CA, 02",-15.7212576,-47.8328517,Vida Ativa
Academia Guiness,"CSB, 6",-15.839087,-48.054185,Vida Ativa
Cave - Estádio Antônio Otoni Filho,Cave,-15.8263063350778,-47.9715765259033,Vida Ativa
Raia Norte Esportes,Estrada Parque Península Norte,-15.7212576,-47.8328517,Vida Ativa
Pista de cross,CAVE,-15.8283371638581,-47.9736667341156,Vida Ativa
Ciclovia do Guará,Pista contorno,-15.8372605715147,-47.9856784322266,Vida Ativa
Park Bowling,SAISO 297 area 6580 lj 103,-15.8219995498657,-47.9854011535645,Vida Ativa
BR Paintball,"QI 04, Lote 35/36 Taguatinga Norte",-15.808079,-48.073071,Vida Ativa
Taguaparque,Estrada Parque Contorno,-15.814026091306,-48.0566822595564,Vida Ativa
Serejão - Boca do Jacaré,"Qi, 8",-15.8361552765451,-48.080738671124,Vida Ativa
Club 904,"SGAS, 904",-15.801101,-47.901358,Vida noturna
Bar Barulho,Parque da Cidade,-15.7970071177213,-47.9008501800568,Vida noturna
Marti Discos,"CLN 102 Bloco D, 78",-15.7736399,-47.8860751,Vida noturna
Arena Futebol Society,SCES TR 3  lt 1,-15.814765,-47.8606071,Vida noturna
Clube da ASCEB,SGAS 904 Sul,-15.8018767,-47.9014987,Vida noturna
Bar Beirute,"CLN, 107",-15.765415,-47.886316,Vida noturna
Play,"ASCEB BL A , 904",-15.8158961,-47.9174901,Vida noturna
Caribeño,"SCES TR, 1",-15.8216825,-47.8814735,Vida noturna
Forrozim da Apcef,"Setor De Clubes Norte, 03",-15.7483133,-47.8733982,Vida noturna
Fogo de Chão,"SHS Q, 5",-15.7927418084125,-47.8922571780487,Vida noturna
Asiático Disco Club,"SCN qd 03 - bloco C, 1",-15.7874680613634,-47.8842578521148,Vida noturna
Dolce & Baccana,"SCLS 403 Bloco D, 20",-15.7797763,-47.8755026,Vida noturna
Loca Como Tu Madre,"Comércio Local Sul, 306",-15.8113984552087,-47.9017640565137,Vida noturna
Desfrut Bar,"CLS 313 Bl. A, 23",-15.825308,-47.925391,Vida noturna
La Ursa,SBN Quadra 2,-15.7887532,-47.8784188,Vida noturna
Madrugada Bar,"CLS 403, bloco C, loja 28",-15.8268977,-47.9191361,Vida noturna
Churchill Lounge Bar,SHS Q 6  lj A,-15.7980404,-47.8906403,Vida noturna
Manatí,R. 37 Sul,-15.836864,-48.041182,Vida noturna
Ulysses Guimarães Convention Center,"SDC, Ala Sul, 1º andar",-15.7883842558539,-47.9008165037948,Vida noturna
Bar e Restaurante Carolina,"CRS 502 Bloco C, 2",-15.8010128511182,-47.8933880916015,Vida noturna
Clube do Choro,Setor de Divulgação Cultural,-15.788991,-47.899427,Vida noturna
Stadt Bier,Liberty Mall,-15.7886895924614,-47.8839280312134,Vida noturna
Restaurante Oliver,"SCES Trecho, 2",-15.808629,-47.837264,Vida noturna
Victoria Haus,"SAAB Quadra 01, Lote 930",-15.7609672465587,-47.937234045447,Vida noturna
Noir Club,"SHIS QI, 5",-15.8444134,-47.8828927,Vida noturna
Amigão Bar e Restaurante,SCRS 506,-15.8093806157271,-47.9015249515018,Vida noturna
Abençoado Bar,"CLSW, 105",-15.8081594090841,-47.9345873262722,Vida noturna
Feitiço Mineiro Restaurante,CLN 306 BL D  lj 45/51,-15.7687597,-47.8876495,Vida noturna
UK Music Hall,"CLS, 411",-15.8268221,-47.906573,Vida noturna
Amsterdam Street,scln 211 bloco D,-15.751392722364,-47.884430475533,Vida noturna
Resenha,410 sul,-15.8274487909551,-47.9057426378131,Vida noturna
400quatrocentos,CLN 410,-15.753784,-47.881102,Vida noturna
Mormaii Surf Bar,"SHIS QL 10, 8",-15.8263724,-47.8734237,Vida noturna
Bar do Mercado,CRS 509 BL C  lj 29,-15.8157396,-47.909729,Vida noturna
Chopparia Sudoeste,CLSW 101 BL B  lj 48,-15.7981596,-47.9202499,Vida noturna
Distribuidora de Bebidas Piauí,CLS 403,-15.808924,-47.88581,Vida noturna
Grand Cru Brasília,"SHIS QI, 9-11",-15.831018,-47.873556,Vida noturna
Khoder,Scln 210,-15.7571992285908,-47.8829050132375,Vida noturna
Jow Steaks,SCLS 213,-15.8305742359277,-47.9159528218091,Vida noturna
Cão Véio,"SCLS, 404",-15.814214,-47.889859,Vida noturna
Velvet PUB,"Cln 102 bloco B, 28-32",-15.7832337828232,-47.8827054375732,Vida noturna
Bar Beco,"CLS 407 Bl. A, 34",-15.793462,-47.919608,Vida noturna
Armazém do Ferreira,"Cln 202 Bloco A, 1",-15.7832841837153,-47.879176363349,Vida noturna
Outro Calaf,"SBS, 2",-15.8006226352702,-47.8819357660876,Vida noturna
Objeto Encontrado,"CLN 102, Bloco B",-15.7834420998294,-47.882860750128,Vida noturna
Fausto & Manoel,"CLS, 406",-15.818124,-47.895867,Vida noturna
Cervejaria Devassa,CLS 409 BL C  lj 6,-15.8230896,-47.9009018,Vida noturna
Balcony 412,CLS 412,-15.830964,-47.911427,Vida noturna
Bar do Sílvio,CLN 114 BL D  lj 56,-15.7465601,-47.8921814,Vida noturna
NAU,"SCE Sul Trecho, 2",-15.817866,-47.83657,Vida noturna
Stranger's Snooker,"CRS, 513",-15.822676,-47.920133,Vida noturna
Bar & Restaurante do Tenis,"Smi Trecho, 2",-15.7774266087665,-47.8602942091953,Vida noturna
Villa Imperial Choperia,"CLS 210 Bloco B, 6",-15.822903507638,-47.9055166824331,Vida noturna
Bar Brasília,CRS 506 BL A  lj 15,-15.8091202,-47.9010582,Vida noturna
Bier Fass - Gilberto Salomão,"SHIS QI 5 Bloco E, 52-53",-15.8302631,-47.8738332,Vida noturna
YES Club,"Norte, 706-07",-15.7698617319229,-47.8915665360269,Vida noturna
Resenha Bar,,-15.8274630779829,-47.9059124861642,Vida noturna
Moisés Cervejaria,"CLS 208 BL C, 36",-15.8194351,-47.8995438,Vida noturna
Bar Brasil,Bloco A - Loja 109 - Eqs 102/103,-15.8056688,-47.8894074,Vida noturna
Primeiro Cozinha de Bar,"Sig Quadra, 8",-15.7952973110243,-47.9168002045997,Vida noturna
Estação 102,"EQS Bloco B, 9",-15.8049441544219,-47.8903624453424,Vida noturna
Bar Brahma,"CLS 201, bloco C",-15.781413,-47.883301,Vida noturna
Madrugada,402 Sul,-15.782755,-47.899985,Vida noturna
Bar de Alemão,"SHTN Polo, 03",-15.7863994355767,-47.8340360620521,Vida noturna
Buteko 101,"CLSW 101, Bloco A, Loja 2",-15.7998523,-47.9201862,Vida noturna
Versão Brasileira,"CLS, 204",-15.8096833495298,-47.8901489569031,Vida noturna
Jungle,"Sqn 408 Bloco C, 48",-15.761579,-47.87975,Vida noturna
Valentina Pizzaria,"CLS, 310",-15.819954,-47.911516,Vida noturna
Mokai,"Setor de Clubes Sul,  32",-15.81347,-47.8386038,Vida noturna
Serpentina Zero Grau,"CLSW 301 Bloco A, 46",-15.8010175,-47.9259785,Vida noturna
Choparia sudoeste,"CLSW 101 Bloco b, 48",-15.7981596,-47.9202499,Vida noturna
Empório da Cachaça,"Scls, 405",-15.814621,-47.889809,Vida noturna
Buteco Eclético,SHCES 913 Bloco J,-15.7930861748407,-47.9370392658539,Vida noturna
Meu Bar,"CLN 408 BL. C, 16",-15.824978,-47.921099,Vida noturna
Cadê Tereza,"CLS 201 Bloco A, 1",-15.8044394317476,-47.8852355484952,Vida noturna
Adega Bordalesa,CLN 308 BL E  lj 43,-15.7628603,-47.8899689,Vida noturna
Bar Godofredo,CLN 408,-15.760024,-47.880117,Vida noturna
Squenta,"CLN 409, Bloco C, 41",-15.7595252,-47.8791901,Vida noturna
Narguilé,"SCLN, 110",-15.7635729,-47.8868928,Vida noturna
Bodega Delivery,"Av. Parque Águas Claras, 625, Posto BR",-15.8310395,-48.010835,Vida noturna
Soares e Souza Emporio,"CLN 212 BL B, 0 - Asa Norte",-15.7513304,-47.8853416,Vida noturna
Na Ladeira,"SCLN, 216",-15.7384857133916,-47.8883984149033,Vida noturna
Barkowski,"CLN 408, bloco C, 62",-15.7598398,-47.8790549,Vida noturna
Liv Lounge,Setor SHTN - Trecho 02 Lote 03,-15.785369,-47.849634,Vida noturna
Churrasquinho do Maranhão,CLSW 304 BL A  lj 84,-15.8021097,-47.9278908,Vida noturna
Aeroportos VIP CLUB,Estrada Parque Aeroporto,-15.869484214455,-47.9207732563578,Vida noturna
Kabareh,CLS 413 Bloco C Loja 8,-15.8303524,-47.9122861,Vida noturna
Bar e Self-Service Piauí,CLS 402 Bloco B Loja 3,-15.8061371,-47.8930412,Vida noturna
Bar do Júnior,"QE 28 Bloco B, 3-7",-15.834345,-47.9851043,Vida noturna
Stadt Bier,CLN 409,-15.7600311508372,-47.880611670798,Vida noturna
Barão Bar,"CLN 201 Bloco C, 06",-15.7836636,-47.8779714,Vida noturna
O'rilley Pub,CLS 409 BL C  Loja 36,-15.8230896,-47.9009018,Vida noturna
Miau Que Mia,"CLS, 304",-15.807,-47.897325,Vida noturna
10 0 13,"CLS 408 Bl. C, 13",-15.8268977,-47.9191361,Vida noturna
Whiskeria Berlim,CLN 111 BL C  lj 47/49,-15.7527199,-47.8899307,Vida noturna
Bar do Galego,"Sria II Qe 34 Conjunto j, 30",-15.8433435213612,-47.9703915864229,Vida noturna
Boteco do Juca,CLS 405,-15.813596,-47.890869,Vida noturna
Consulado Chopperia e Costelaria,"Smpw Trecho, 3",-15.8603017021329,-47.9816134178606,Vida noturna
Funny Show Bar,Shis Qi 15 Bloco F Loja 49,-15.8475399,-47.8795509,Vida noturna
Bar Raízes,"CLN 408 BL D, 28",-15.759628,-47.879106,Vida noturna
Armazém do Mineiro,CLN 210 BL B  lj 45,-15.7574748660582,-47.8835336434832,Vida noturna
Empório Soares e Souza,"Cls 403 Bl D, 28",-15.7510200008906,-47.8852716077209,Vida noturna
Distribuidora Planalto,"Cln, 216",-15.7387343591989,-47.8888488381152,Vida noturna
Vale da Lua,"CLN, 408",-15.759959,-47.879532,Vida noturna
Embaixada do Piauí,"CLS 313, Bl. B, Lj. 37",-15.8257385,-47.9180099,Vida noturna
Café Savana,"CLN, 116",-15.739811,-47.89328,Vida noturna
Bar dos Cunhados,CLN 115 BL B  lj 21,-15.7411699,-47.8939285,Vida noturna
Aleatório Galeria Bar,"Cln, 408",-15.7597166803584,-47.8787971934986,Vida noturna
061,Setor de Clubes Esportivos Sul Trecho 02 - Lote 32,-15.8186024279482,-47.8743634063361,Vida noturna
Devassa,SHIS QL 10 21,-15.8385201,-47.8848686,Vida noturna
Pauliceia,"CLS 113 Bloco A, 20",-15.7925555,-47.9359673772461,Vida noturna
Bar Querubim,"CLN 405 Bloco E, 11",-15.7685793,-47.8879376,Vida noturna
Tropical Bar,"CLN 404 Bloco E, 70",-15.7685793,-47.8879376,Vida noturna
Bar da Codorna,CLN 403 BL E  lj 23,-15.7799597,-47.8750305,Vida noturna
Piratas,Shopping One Park Mall,-15.838582037483,-48.0325855486399,Vida noturna
Empório Santo Antônio,"SCES Trecho, 2",-15.818046,-47.875061,Vida noturna
Santuário,"CLN, 214",-15.7447186648159,-47.8868390576721,Vida noturna
