Nome,Endereço,Latitude,Longitude,Categoria
Armazém do Ferreira,"Cln 202 Bloco A, 1",-15.7832841837153,-47.879176363349,restaurantes
Nippon Restaurante,CLS 403 BL A  lj 28,-15.80832,-47.8864098,restaurantes
Quitinete Gourmet,"CLS, 209",-15.822801,-47.905189,restaurantes
Grand Cru Brasília,"SHIS QI, 9-11",-15.831018,-47.873556,restaurantes
Pobre Juan,"Shin Ca, 4",-15.7206930055536,-47.8849528504764,restaurantes
Marzuk,Cls 106 Bloco B Loja 31,-15.8113937850345,-47.8977551968709,restaurantes
Na Hora,"SIG Quadra, 6-8",-15.7937007,-47.916103,restaurantes
Lanchonete da FT UnB,Faculdade De Tecnologia Unb,-15.761775,-47.872167,restaurantes
Hamburgueria do Francês,"EQS, 206-207",-15.8202434,-47.9045093,restaurantes
Le Petit,"Asa Norte SCLN, 109",-15.758769022111,-47.8872018118785,restaurantes
Sunchine Restaurante e Café,SEPS 713/913  bl A,-15.8186998,-47.9206009,restaurantes
Salim Sou Eu,"SCES Trecho, 2",-15.8178225501206,-47.8669129514648,restaurantes
Rubinho,"Av. Parque Águas Claras, s/n",-15.82989,-48.0125,restaurantes
Quiosque Voo Livre,"Quadra, 1205",-15.7955956,-47.9391371,restaurantes
Sia Pastel,"Quiosque 18, SIA Trecho 3",-15.803857,-47.959819,restaurantes
Maki San,CLSW 301,-15.7978285569988,-47.920442352092,restaurantes
Tucunaré na Brasa,"QSA 11, 19",-15.8350742,-48.0541061,restaurantes
Don Giovanni,"SHIS, 11",-15.835770150222,-47.868168912828,restaurantes
Habib's,"CLS 313, Bl. A, Lj. 03",-15.8240009588448,-47.9171400127366,restaurantes
Restaurante Fogareiro,SIA Q 4-C  bl C lj 72,-15.7990398,-47.9670601,restaurantes
Horácio,"R. 05 Chácara, 179",-15.7977631025919,-48.0160600830517,restaurantes
Croissanterie,"SHCN 215 Bloco B, 21",-15.738831,-47.88917,restaurantes
Peixe na Rede,"SHIN CA, 1 Bloco A",-15.721427,-47.88186,restaurantes
Fran's Café,,,,restaurantes
Nosso Mar,CLN 115,-15.740289,-47.893422,restaurantes
Zimbrus,CLS 305 BL D  lj 1,-15.80723,-47.8975601,restaurantes
"São Paulo Restaurante, Pizzaria e Choperia",CLS 311,-15.8201880460743,-47.9116907715797,restaurantes
Restaurante Marco 303,"CLSW 303 Bloco C, 74",-15.8010845,-47.9266087,restaurantes
A Tribo,"CLN 105 Bloco B Lojas 52 a 59, Asa Norte",-15.7711048,-47.8840485,restaurantes
Empório Santo Antônio,"SCES Trecho, 2",-15.818046,-47.875061,restaurantes
Piauíndia,"Acampamento Pacheco Fernandes, 9",-15.792083,-47.845637,restaurantes
Sancho Panca Restaurante,SBS Q 1 BL K  lj 6,-15.7835998535156,-47.880500793457,restaurantes
Orgutal,"SCLN 205 bloco A, 3",-15.7705799524344,-47.8797797299065,restaurantes
Via Del Caffé,"SEPS Quadra 710/910, Centro Clinico Via Brasil,  Bloco D Loja 36",-15.8135391,-47.9128667,restaurantes
Frango no Pote,"CLSW 101, Bloco B, 94",-15.7981875938928,-47.9197937548477,restaurantes
Trakinagem,"SIG Q, 1",-15.7899990162457,-47.9107705386231,restaurantes
Dolce Far Niente,"Av. das Castanheiras, 1060",-15.8345846117533,-48.0171389128725,restaurantes
Carpe Diem,Iate Clube,-15.75204,-47.86969,restaurantes
Savassi Carne de Sol Guará,QE 22 - Bloco B Loja 37,-15.826475304527744,-47.98678022396697,restaurantes
Brasil Vexado,STN  lt 51 cj j,-15.7368202,-47.9073181,restaurantes
Rhelks Fast Food,QNN 2 CJ A  lt 2 lj 2,-15.8199329,-48.1086082,restaurantes
Mangai,"SCES Trecho, 2",-15.8176963601595,-47.8371039318563,restaurantes
Mixirica,Shopping ID,-15.7880573060484,-47.8861699544491,restaurantes
Khoder,Scln 210,-15.7571992285908,-47.8829050132375,restaurantes
Fast Nature,Q Central BL 13  lt 7 s 4,-15.6507702,-47.7872581,restaurantes
Páprica Burger,Eixinho 204 Norte,-15.7748263681393,-47.8806419557648,restaurantes
Restaurante Miraku Izakaya,CLSW 302 BL B  lj 80/82,-15.7993603,-47.9231186,restaurantes
Potiguar Caldos,"QNL, 08",-15.8230617729627,-48.078267832152,restaurantes
LaaP,Shopping Vitrinni,-15.836549,-48.020173,restaurantes
Ricardo Arriel Confeitaria,"Guará I QI 08,  Lote 05-37",-15.81514,-47.990664,restaurantes
Cantina de Roma,"QNM 34 CJ I,  42",-15.8097839,-48.0905533,restaurantes
Hajime Japanese Food,"CLSW 100 BL A, 01",-15.7974558,-47.9185753,restaurantes
Bhumi,"CLS, 113",-15.8268977,-47.9191361,restaurantes
Ponto da Vitamina,QE 7,-15.8145199,-47.9783211,restaurantes
Koni Express,"SHIS QI, 11",-15.835908,-47.867516,restaurantes
Torre de Pisa,SEPS 710-910,-15.8130572,-47.9118393,restaurantes
Churrascaria Pampas,"SIGS, 3",-15.79101,-47.9103,restaurantes
Rural Mansões,R. da Escola do Córrego,-15.7997119,-47.8641629,restaurantes
Hajimê,"SCLN, 201",-15.783867,-47.877809,restaurantes
Brasil Vexado,Jk Shopping,-15.8090961818027,-48.0942256854248,restaurantes
Entre Amigos,"DF-009, 13",-15.7428666889763,-47.8523061723731,restaurantes
Peixe na Rede,CLS 405,-15.813855,-47.89064,restaurantes
Sabor do Pará,QE 23 AE Feira do Guará  qq 3 pxo ADM,-15.8336401,-47.9693298,restaurantes
Vivenda do Camarão,"SCS Quadra, 07",-15.7946504,-47.8933064,restaurantes
Restaurante Top Baiano,"Av 2., 493",-15.867721407642,-47.9649054290222,restaurantes
Fratello Uno Pizzaria,"CLS, 103",-15.807085,-47.89283,restaurantes
Zacks,"Brasília Shopping, SCN Q 5 BL A",-15.7835998535156,-47.880500793457,restaurantes
Taiko Sushi,"SHIS QI 11 BL O, St Habitações Individuais Sul",-15.83554,-47.86757,restaurantes
Flor de Lotus Restaurante Natural,CLN 102 BL A  lj 48,-15.7835503,-47.8823509,restaurantes
Casero,ParkStyle Mall e Residence,-15.8440607467824,-48.0303229512821,restaurantes
Forneria Pizza César,CLSW 302 BL B  lj 77 ss,-15.7993603,-47.9231186,restaurantes
Domino's,"Setor A Sul Csb, 8",-15.8396720243922,-48.0509362590055,restaurantes
Bar Beirute,"CLN, 107",-15.765415,-47.886316,restaurantes
Viena,Aeroporto,-15.8705597,-47.9335518,restaurantes
Abbraccio,"SHIN CA, 4",-15.7194594614384,-47.8851824998856,restaurantes
Rocaille,"QI 23, Bloco A, 29",-15.8270673403581,-47.9820434820313,restaurantes
Nikkei Brasília,"SCES Trecho, 2 Lote 32",-15.818915,-47.83497,restaurantes
Recanto do Camarão,CNA 3 - Praça do DI Taguatinga Norte,-15.8262301,-48.0575948,restaurantes
Coffee Break,SHLS CJ L  s 15,-15.8276196,-47.9279518,restaurantes
Marietta Café,CC Terraço,-15.8034710259149,-47.9407337675709,restaurantes
Delfina,Pontão Lago Sul,-15.8458004,-47.8429909,restaurantes
El Paso Texas,"CLS 404 Bloco C, 23",-15.8141733010288,-47.889977355542,restaurantes
Marietta Italia Café,Shopping CasaPark,-23.4237851483977,-46.5862380424555,restaurantes
Recanto Do Camarão,SCES Trecho 2 2,-15.8186912807867,-47.839409305245,restaurantes
Aki Temakeria,"QE 30 Conjunto T, 01",-15.8434663,-47.9681299,restaurantes
Spoleto,SCS Q 7 BL A  - 3 lj 60,-15.79632,-47.8858414,restaurantes
Pinguim,CC Park Shopping,-15.832791,-47.955956,restaurantes
Quatro Queijos,Via Um A Sp 01,-15.8113929151316,-47.9589635387703,restaurantes
Jow Steaks,SCLS 213,-15.8305742359277,-47.9159528218091,restaurantes
Subway,SIA Q 2 C  lt 1 cj A,-15.8042297,-47.9583817,restaurantes
Alpendre Restaurante,CLS 406  bl C lj 35,-15.8191099,-47.8952217,restaurantes
Café das 5,"QI 5 conjunto 9 bloco D, 101-108",-15.8467242,-47.8933263,restaurantes
Carpe Diem,CLS 104 BL D  lj 1,-15.8064699,-47.8937798,restaurantes
Salad Creations,"SCN Qd, 05",-15.786767,-47.8889043,restaurantes
Restaurante e Bar Cristal,CLS 415 BL A  lj 2,-15.8339005,-47.9177208,restaurantes
Houston Original Hamburger,"SCLN 412 Bloco C, 56-62",-15.7476419,-47.8837983,restaurantes
O Rei da Pizza,"SMDB, 12 Bloco C",-15.857088,-47.831785,restaurantes
Pipou's,SCLRN 706  bl F lj 17,-15.7699404,-47.8898087,restaurantes
Dylan Cafe & Bakery,"SCLS 315 Bloco A, 15",-15.828151981325,-47.9224387183785,restaurantes
Faz Bem,"SCLN 407 Bloco E, 59",-15.7658826432481,-47.8772785806732,restaurantes
Maestra Vida Restaurante,"Comércio Local Norte, 107",-15.765407,-47.88572,restaurantes
Efraim Restaurante,"SHVP Rua 4B Chácara, 117",-15.8108251211947,-48.0191803912933,restaurantes
Quiosque do Mazinho,Cruzeiro Center,-15.7885960012027,-47.9414278240814,restaurantes
Restaurante New China,CLS 114 BL A  lj 1,-15.8274202,-47.918499,restaurantes
Restaurante Fogão Nativo,"SIG, 3",-15.7951217278927,-47.9119350580662,restaurantes
Restaurante Sabor do Sudoeste,"CLSW, 104",-15.8027627,-47.9284668,restaurantes
Fogão Goiano,"Quadra 06 Cl, 16",-15.6484632015685,-47.7997864339234,restaurantes
Sagres Restaurante,CLN 316 BL E  lj 24/28,-15.7835998535156,-47.880500793457,restaurantes
Triunfo's,"Área Especial Quadra, 14",-15.6506726500071,-47.7838549716278,restaurantes
Jamón Jamón,"SCLN, 109",-15.7593710857708,-47.8880080189622,restaurantes
Brasil Vexado,CLSW 105 BL C  lj 56,-15.8084497,-47.9354591,restaurantes
Taioba,"SCS Q 1 BL M, 2-6",-15.7986898,-47.885849,restaurantes
Cristina Colina da Pedra Cafés Especiais,"CLN 202 Norte, Bloco A, Loja 45",-15.7830352,-47.8778195,restaurantes
Di Girotto,Lote 08 - Sria II Pólo de Moda Rua 12 Rua 13 - Guará II,-15.8482706,-47.9796679,restaurantes
Tele Pizza Altas Horas,CLN 411 BL E  lj 33,-15.7534399,-47.8808594,restaurantes
Galeto's,SHIN Centro de Atividades  lt 4,-15.7219801,-47.8772888,restaurantes
Nona Pinna Galeteria e Pizzaria,Rod. DF-3  lj 13 set EPIA,-15.7248402,-47.9076691,restaurantes
Miau Que Mia,"CLS, 304",-15.807,-47.897325,restaurantes
Jera Pasta e Grill,CLS 305 BL D  lj 1,-15.80723,-47.8975601,restaurantes
Kasarão Grill,QE 34 Conjunto B,-15.8483770111497,-47.9785324260592,restaurantes
Le Grand Restaurante,"SCS 202 Bloco B, 38",-15.7951267,-47.893461,restaurantes
Toca da Mata,CLS 411 BL D  lj 14,-15.8273001,-47.9060402,restaurantes
Zula Carne de Sol,"SIBS, 2",-15.8683701,-47.9735413,restaurantes
Restaurante Tia Tona,"SIG Quadra, 2",-15.787555430925,-47.9117255759186,restaurantes
Manno's Restaurante,"Shcgn 705 Bloco B, 06",-15.7749888,-47.8890191,restaurantes
Cozinha Sorbê,"405 Norte bloco C, 41",-15.7730634666466,-47.8763705675795,restaurantes
Ares do Brasil,"SHIS QI 17 Bloco F, 201-204",-15.8658907207231,-47.877263218266,restaurantes
da Mamma Galeteria e Pizzaria,CLS 314 BL A  lj 2,-15.8278704,-47.9223785,restaurantes
China Station,CLSW 101 BL A  lj 82,-15.7977695,-47.919529,restaurantes
Outro Calaf,"SBS, 2",-15.8006226352702,-47.8819357660876,restaurantes
Sanuki Café e Lanches,CLSW 303 BL B  lj 8 lj 9,-15.8009701,-47.9259186,restaurantes
Sabor Brasil,CLS 302 BL A  lj 1/5,-15.8011999,-47.8905106,restaurantes
Restaurante Taiwan,"CLS 208 BL C, 16",-15.8194304,-47.8995399,restaurantes
Peixe na Rede - Águas Claras,"Av. Araucárias, 885",-15.8315335,-48.0450469,restaurantes
Frango no Pote,Estrada Parque Taguatinga 10-390,-15.80909422988,-47.9524070791355,restaurantes
Macarrão na Rua,CLN 205,-15.8825698,-48.0159045,restaurantes
El Paso Texas,CLN 110,-15.7570865422484,-47.8875189296502,restaurantes
Carne de Sol e Bar do Tião,SHT Auto Posto Colorado,-15.7212576,-47.8328517,restaurantes
Restaurante Peixe Na Rede,"Shis Qi, 9-11",-15.830942,-47.875308,restaurantes
Formiga's Lanches,Via Nb 1 4,-15.8735721815135,-47.9720435548118,restaurantes
Bem Servir,"CLSW 103, Bloco B, Subsolo",-15.8010787,-47.9257801,restaurantes
Enchendo Linguiça,SCES TR 2  cj 12 lj 20,-15.8503981,-47.9505043,restaurantes
Braunys Café,"Via W2 Norte, 308",-15.7626086629966,-47.889440148652,restaurantes
Kabuki Sushi,"SCES, Trecho 2",-15.8128837207678,-47.8355208016727,restaurantes
Ki Sabor,"CLN, 406",-15.7665923243248,-47.8771138672772,restaurantes
Forneria Parole,Estrada Eppn,-15.7446585495114,-47.8499767276696,restaurantes
Domino's Pizza,SHCS Superquadra 307 bl B Pll Parte B,-15.8130609,-47.9014186,restaurantes
Luk's,"CLS, 312",-15.8226999339616,-47.9178253188729,restaurantes
Nautilus,"CLSW, 103",-15.80221,-47.92639,restaurantes
Churrascaria Potência Grill,SCEN TR 1  lt 12,-15.78827,-47.8506889,restaurantes
Marietta Café,Shopping ParkShopping,-15.8332073,-47.9555313,restaurantes
Mandaka,"QSD 23, 02",-15.8456010215416,-48.044401408085,restaurantes
Peixe Na Rede,CLN 309 BL B  lj 36,-15.7624302,-47.8884315,restaurantes
American Prime,Shopping QUÊ!,-15.8335775129639,-48.0375033282719,restaurantes
Grandville Sanduíches,CLS 105 BL B  lj 2,-15.8115902,-47.8974915,restaurantes
Di Araujo Pizzaria,"QI, 27",-15.8204693,-47.9792766,restaurantes
Tio Gu Café,"CLS, 413",-15.831405,-47.911444,restaurantes
Restaurante China,CLS 103 BL D  lj 2,-15.8065701,-47.8936501,restaurantes
Toca do Peixe,Q 3  qd 3 bl b lj 13,-15.8692904,-47.9765701,restaurantes
Stella Grill,SCS Q 1 BL K  tér,-15.7986898,-47.885849,restaurantes
Fritz Restaurante,CLS 404,-15.8144642751391,-47.8895493201508,restaurantes
Nação Hot Dog,"CLS 108 Bloco C, 5",-15.81534,-47.9026909,restaurantes
Tanura,"CLS 408 bloco C, 7",-15.8229128317187,-47.9008596763015,restaurantes
Master Burguer,CNA 1 lt 1 lj 3/6,-15.8264046,-48.0584373,restaurantes
Chamas Grill,"QS 01 Rua 210, lote 40 Pistão Sul",-15.8740981,-48.0285146,restaurantes
Lá em Casa,"Cls 208 sul bloco c,  20",-15.8194390219693,-47.8997606411576,restaurantes
Galeteria Beira Lago,"SCES Trecho, 2",-15.817115,-47.873213,restaurantes
Griletto,SDN Lote Único  cj A lj 2036B,-15.7907305,-47.8844109,restaurantes
Espetinhos Nota 10,"QNF, 09 Lt 39",-15.81549,-48.0669269940354,restaurantes
Au Fondue,SHIS QI 7 BL B  lj 30,-15.85007,-47.9032707,restaurantes
Camarão & Cia,SCN Q 5 BL A  tér  lj 8N,-15.7833204,-47.8875008,restaurantes
Pizzaria Dom Bosco,CLS 107,-15.8149143655725,-47.9027517928666,restaurantes
Xis do Tchê,"Quadra 1 Bloco 1, 6",-15.6564387086397,-47.8063095662476,restaurantes
Vivá Sabor e Saúde,"CLN 307 Bloco A, 25",-15.768342,-47.887947,restaurantes
Gokoni,"CLN 308 Bloco C, 69",-15.7640560609045,-47.8886740190204,restaurantes
Dudu Bar Lago,QI 11,-15.836382,-47.867792,restaurantes
Buffalo Bio,Colônia Agrícola Samambaia  lt 58 ch 35,-15.8198481,-48.0277367,restaurantes
Hot Dog da 15,"Praça da QE, 15",-15.8278986840965,-47.978200433493,restaurantes
Bob Pizza Quadrada,"CNB, 6",-15.826895,-48.060556,restaurantes
O Sushiman Sushi Express,"SHJB Condomínio Solar de Brasília, Quadra Comercial 3, Bloco A",-15.8464388984614,-47.8122311084655,restaurantes
Café do Ponto,"CLSW 103, Bloco B, Ed. Rhodes Center, Sudoeste",-15.8010635,-47.9248713,restaurantes
Bsb Grill,CLN 304,-15.774421,-47.885681,restaurantes
Mormaii Surf Bar,"SHIS QL 10, 8",-15.8263724,-47.8734237,restaurantes
Gero,Centro Comercial Iguatemi,-15.7205342856124,-47.8854920092621,restaurantes
BSB Grill Sul,CLS 413,-15.8314649301048,-47.9114252542056,restaurantes
Vila Colonial,CLS 112 BL C  lj 33,-15.8227196,-47.9137611,restaurantes
Rovereto Pizza na Pedra,"R. 13 norte, 4",-15.8379830101327,-48.019025522229,restaurantes
Subway,"SHCES, 505",-15.8002535,-47.9442701,restaurantes
Restaurante Long,"CLS 404 Bloco D, 17",-15.8133898,-47.8908691,restaurantes
Frango no Pote,SCLS 307,-15.8121579889359,-47.9012180864811,restaurantes
Rio Bistrô e Lounge,"Cls 404 Bloco A, 27",-15.8244912,-47.9060167,restaurantes
Vininha,"CLS, 409",-15.8224440610494,-47.9014760293965,restaurantes
Fratello Uno Pizzaria,"CLN, 109",-15.759231,-47.888281,restaurantes
Fogo de Lenha,CLS 202 BL C  lj 10,-15.8048897,-47.884819,restaurantes
China Brasil,CLN 103 BL B  bl B lj 62,-15.7772903,-47.883091,restaurantes
Grelha Galeteria,QMSW 6  bl G lt 5/jul lj 4,-15.7936401,-47.9199715,restaurantes
Santana,"CNA, 3",-15.82655,-48.05692,restaurantes
Belini Pães e Gastronomia,"SCLS 113 Bloco D, 35",-15.826103,-47.919104,restaurantes
Panificadora & Confeitaria Royal,"Qr 404 Conjunto, 12",-15.864893,-48.0865268,restaurantes
Barbacoa,CC ParkShopping,-15.8335293,-47.9552629,restaurantes
Kojima,"Av. Castanheiras, 36",-15.8369777,-48.0249701,restaurantes
Gastrô Restaurante,"Av. Parque Águas Claras, 2-46",-15.8298035424774,-48.012277130946,restaurantes
La Gioconda,CLS 102 BL D  lj 35,-15.8016005,-47.8898506,restaurantes
Pauliceia,"CLS 113 Bloco A, 20",-15.7925555,-47.9359673772461,restaurantes
McDonald's,"SHCS EQ, 114",-15.8299497562715,-47.9208579278087,restaurantes
Los Baristas,"SCLN 404, Bloco C",-15.7735347913101,-47.8769077904153,restaurantes
Xique Xique,CLS 107 BL E  lj 2,-15.8150396,-47.9029312,restaurantes
Koni Store,"Primeira Avenida, 1",-15.7976680472709,-47.9198047891259,restaurantes
Johnnie Special Burguer,SCLS 210,-15.8230158506289,-47.9053401187379,restaurantes
Empório Albamonte,"SCLN 203 Bloco C, 7",-15.7771466,-47.8782381,restaurantes
Galeteria Potência do Sul,QSB AE  lj 1 set A SUL,-15.8354702,-48.0555115,restaurantes
Sumô Med,CC Liberty Mall,-15.788607,-47.8844001,restaurantes
Grill Sul - Grelhados e Massas,SIBS Qd. 01 Cj. D Lt. 11,-15.868345,-47.9738791,restaurantes
Riders Café,"W3 Norte 510, Bloco E, 450",-15.8061292,-47.8986585,restaurantes
Galeteria Serra Gaúcha,QS 03 EPTC bloco C loja 19 - Pistao Sul,-15.8372013,-48.0258046,restaurantes
Victrola,"CLN, 413",-15.746245,-47.884047,restaurantes
Restaurante Formiguinha,CLS 107 BL D  lj 24,-15.8152304,-47.9027786,restaurantes
Restaurante Italianinho,SCS Q 5 BL A  lj 28,-15.7835998535156,-47.880500793457,restaurantes
Libanus,CLS 206,-15.815345,-47.894146,restaurantes
Cafeteríssima,"SEUP Sul, 710-910",-15.8130572,-47.9118393,restaurantes
La Plancha,CLS 209  bl A lj 3/5,-15.8227901,-47.9053307,restaurantes
Pinella,CLN 408,-15.760138,-47.880266,restaurantes
Sumô Med,CLS 116 BL C  lj 29,-15.8304996,-47.9245415,restaurantes
Esquina Gourmet,R. 1  lt 01 lj 01,-15.79393,-47.84887,restaurantes
Veloce Ristorante Italiano,SHIS QI 11 BL O  lj 4/5,-15.8354101,-47.8675613,restaurantes
Restaurante Universitário,Campus Universitário Darcy Ribeiro,-15.7641397437683,-47.8704464510956,restaurantes
Tapiocaria Maria Bonita,CLSW 104 BL C  lj 8,-15.8024502,-47.9277382,restaurantes
Jin Jin Wok,SHC AOS  lt 05 lj 218,-15.7843999862671,-47.9292984008789,restaurantes
Kranfo Grill,"Av. JK, 01",-15.7932893,-47.8501395,restaurantes
King's Burger,"Cnf 1 Setor F Norte, Lote 9",-15.814118,-48.068673,restaurantes
Gratinado,"CLN 108 Bloco D, 16",-15.7650183,-47.8863541,restaurantes
La Boutique Padaria Francesa,"CLN, 413",-15.7475206277613,-47.8845861591858,restaurantes
Hodie Bistrô,SGAS 613-614,-15.8355511375216,-47.9127569496632,restaurantes
Clandestino,413 Norte,-15.7471543597623,-47.8837375618316,restaurantes
Marvin American Burgers,CC Casa Park,-15.8269929836183,-47.9534886186632,restaurantes
Kojima,"CLS, 406",-15.818836,-47.895257,restaurantes
McDonald's,"CLSW, 104",-15.802594,-47.927463,restaurantes
São Paulo Restaurante e Pizzaria,"Q 12, 0 cl 12 lj 2 a 6",-15.6521702,-47.7942085,restaurantes
Clubnature Gastronomia,SCES TR 2  cj 33,-15.8508472,-47.9504738,restaurantes
Kibe House,SDN Lote Único 1,-15.7907305,-47.8844109,restaurantes
Toscanello,CLS 203,-15.809878,-47.889486,restaurantes
Severina Sabor do Nordeste,CLS 201 BL B  lj 25,-15.8047104,-47.8850708,restaurantes
Pizza Insana,"CLS 407 bloco A,16",-15.793462,-47.919608,restaurantes
Feitiço Mineiro Restaurante,CLN 306 BL D  lj 45/51,-15.7687597,-47.8876495,restaurantes
Hot Dog do Ezequias,"Praça da QE, 32",-15.8435977073966,-47.9756658699511,restaurantes
Crepe Au Chocolat,CLS 210 BL B 24,-15.8229504,-47.905201,restaurantes
Baco Pizzaria,"SHCS, 408",-15.8233392938262,-47.9005420905465,restaurantes
Cannelle,"CLN, 213",-15.7454258413842,-47.8874709325409,restaurantes
Restaurante Natural Green's,"CLS 202 BL C, 4",-15.80361,-47.898096,restaurantes
Restaurante Tempero Mineiro,SHVP Rua 05 Chácara 101 Lote 2,-15.7995136931811,-48.0163150279907,restaurantes
Restaurante Boneco,Clube dos Previdenciários de Brasília,-15.8160522,-47.9179172,restaurantes
Peixe na Rede,"CLSW 102 Bloco B, 51",-15.7917767358724,-47.9161251336336,restaurantes
Bioon Café,"CLN, 303",-15.780573,-47.885161,restaurantes
Restaurante Coisas da Terra,"UNB Área 1, 20",-15.7607829920664,-47.8707042708993,restaurantes
Chiquita Bacana,CLS 209 BL A  lj 37,-15.8227901,-47.9053307,restaurantes
O Porketa,"201 Sul Bloco A,1",-15.8160792,-47.9064043,restaurantes
Canoa Café,"SHLS, 716",-15.826068827735,-47.9303095063599,restaurantes
Outback Steakhouse,Park Shopping,-15.834478,-47.955096,restaurantes
Lagash Restaurante,"CLN 308 BL B, Asa Norte",-15.76255,-47.88868,restaurantes
"Lake's Restaurante Asa Sul: Gastronomia, Vinhos, Grelhados",SHCS CL 402 Bloco C,-15.808976837807254,-47.88530250554353,restaurantes
Carne de Sol 111,CLS 111 BL B,-15.81258,-47.908482,restaurantes
Magrelas Café,CLS 208 Bloco B Loja 26,-15.8194349685554,-47.9004091525516,restaurantes
Galeteria Gaúcha,CLS 108 BL D  lj 21,-15.8151302,-47.9028511,restaurantes
Pecorino Bar & Trattoria,Brasília Boulevard Shopping,-15.7835998535156,-47.880500793457,restaurantes
Fran's Café,"CLSW, 302",-15.799374,-47.923631,restaurantes
Bangalô Galeteria,"Av. Parque Águas Claras, Qd 301 Cj 6 Lt 2",-15.830537,-48.014235,restaurantes
Naturetto Brasil-Oriente,"SCS Qd. 3, Lj. 132, Brasília, DF",-15.7975571008326,-47.8880493941346,restaurantes
Aspargus,CLN 309 BL B  lj 18/30,-15.7624302,-47.8884315,restaurantes
Frutopia,"SCN Q, 2",-15.7674306,-47.893461,restaurantes
Quiznos Sub,"AE 04 Lote G/H Bloco A, 03",-15.811086,-47.968985,restaurantes
Árabe da 112 sul,"Entrada da SQS, 112",-15.7917887,-47.8837907,restaurantes
Simpsons Bar,CLS 307 BL D  lj 35,-15.8112602,-47.9020195,restaurantes
Sushi Way,"CLSW 100, Bloco A",-15.7979870960145,-47.9171894533814,restaurantes
Carne de Sol,"SHCGN 712 Bloco D, 9",-15.7543489,-47.8947219,restaurantes
Habib's,SIG Q 8  lt 2225,-15.7974396,-47.9160385,restaurantes
Katsu,"R. 25 Norte, 2",-15.837339,-48.02969,restaurantes
ZImbrus,"Tr Sce/Sul Trecho, 02",-15.7979592,-47.9094547,restaurantes
Venite Gourmet,"CCSW 2, s/n Lote 4",-15.796454,-47.927768,restaurantes
Bacana Pizzaria & Restaurante,QI 3 CJ R  lt 05,-15.8168697,-47.9767418,restaurantes
Moebius Café,"CLN, 114",-15.7460603,-47.8913752,restaurantes
Valentina Pizzaria,"CLS, 310",-15.819954,-47.911516,restaurantes
Nazareth Café,"SRTVS, 701",-15.798062,-47.893729,restaurantes
Terapia Bar,CLN 305 BL E  bl E lj 20,-15.7745304,-47.8869286,restaurantes
Pizzaria San Marino,"CLS, 209",-15.8224641,-47.9054098,restaurantes
Fred Restaurante,SCLS 405,-15.81397,-47.890438,restaurantes
Haná Restaurante Japonês,CLS 408 BL B  lj 35,-15.8229198,-47.9010315,restaurantes
Dog do Baixinho,"SQS, 213",-15.831274,-47.91474,restaurantes
Restaurante DNA,"Bloco C, 408",-15.7634829268545,-47.8810759338089,restaurantes
Pizza à Bessa,CLS 214,-15.8313410593425,-47.9157330815627,restaurantes
Outback,Shopping Pier 21,-15.8187303,-47.8748781,restaurantes
Restaurante Careca,"CLN, 411",-15.7535305,-47.8822218,restaurantes
Chez Fondue,407 Sul,-15.819164718938,-47.8953524698957,restaurantes
Massaya,CLN 411,-15.7537168108075,-47.8821161900068,restaurantes
Peixe na Rede,"CLSW 102  Bloco B,  58",-15.80075,-47.925938,restaurantes
C'est si Bon,CLN 213,-15.745468,-47.887594,restaurantes
Estação do Guaraná,CLS 106 BL B  lj 3,-15.81143,-47.8976593,restaurantes
Taco Pep,"Av. das Castanheiras, 1060",-15.834536,-48.016707,restaurantes
Martinica Café,"CLN 303, Bloco A",-15.7806185495172,-47.8846429823372,restaurantes
Green's Restaurante Natural,"CLN 302, Bloco B",-15.782063052367,-47.8858453573895,restaurantes
Potiguar Caldos,"CLS, 215",-15.8351394794801,-47.9207702081058,restaurantes
Megamatte,CLSW 302,-15.7994098243291,-47.9233969375491,restaurantes
Sensorial Café,CLS 213,-15.831428,-47.915197,restaurantes
Resenha,410 sul,-15.8274487909551,-47.9057426378131,restaurantes
Café Cassis,SAI SO 6580  lj 149F,-15.8219995498657,-47.9854011535645,restaurantes
Tapioca Café,SDN  lj 05 pi 2,-15.7907305,-47.8844109,restaurantes
Mcdonald's,QE 7  lt P,-15.8145199,-47.9783211,restaurantes
Tele Piato Primo Piato,QE 34 CJ R  c 2,-15.8417835,-47.9715538,restaurantes
Mini Kalzone,SCS Q 7 BL A  lj 20c pav 3,-15.79632,-47.8858414,restaurantes
Nação Verde,"SCLS, 111",-15.823453878616,-47.9130845127061,restaurantes
Restaurante Kong Tong,CSA 2  lt 1/11 lj 3,-15.8348618,-48.0514908,restaurantes
Frango no Pote,"Cln, 104",-15.7771123983238,-47.8833431750536,restaurantes
Vitapura Ecomercado,"CLSW 300A, Blovo B, Loja 79",-15.8007375,-47.9259682,restaurantes
Espaço BooKafé,"SQN ,412",-15.8288934,-47.9100006,restaurantes
Cachorro-Quente do Edivaldo,"SQN, 104",-15.7759216602229,-47.8843776487373,restaurantes
Girassol Alimentação Natural,CLS 409 BL B  lj 15,-15.8227501,-47.9011688,restaurantes
Graal do Sabor,"SHVP R. 10B Chacara, 135",-15.7906775017254,-48.0232670499529,restaurantes
Veredas Grill,"CLS, 204",-15.809839,-47.889935,restaurantes
